cod,retorno,variancia
ABEV3,0.0,1.4798722886014288
ARZZ3,0.08823529411764706,82.38076429347285
BBSE3,-0.3103448275862069,7.581350185971505
BBDC4,-0.2962962962962963,6.597182449557293
BBAS3,-0.2564102564102564,5.8657055396465045
BRKM5,1.4782608695652173,157.54188473058824
CIEL3,-0.5,0.40357460254764427
